retailer_id,territory_id,state,district,tehsil,trust_level,emotional_state,preferred_language,preferred_channel,relationship_stage,farmer_name,memory_context,relationship_message,season_stage,season_advisory,panic_state,trust_score,farmer_question,detected_language,question_english,relationship_response_english,localized_response
RTL_00729,TER_0092,West Bengal,Nadia,Nadia_T026,TRUSTED,HOPEFUL,Bengali,Voice Call,3rd Season,Farmer_728,successful fertilizer intervention last season,Farmer_728 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00730,TER_0092,West Bengal,Nadia,Nadia_T026,TRUSTED,HOPEFUL,Bengali,Field Visit,1st Season,Farmer_729,last season yellowing after heavy rain,Farmer_729 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00731,TER_0092,West Bengal,Nadia,Nadia_T022,TRUSTED,HOPEFUL,Bengali,WhatsApp,3rd Season,Farmer_730,farmer concerned about mandi prices,Farmer_730 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00732,TER_0093,Haryana,Karnal,Karnal_T026,COLD,ANXIOUS,Hindi,Voice Call,2nd Season,Farmer_731,delayed sowing due to rainfall uncertainty,"Farmer_731 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00733,TER_0093,Haryana,Karnal,Karnal_T030,WARM,STABLE,Hindi,WhatsApp,1st Season,Farmer_732,last season yellowing after heavy rain,Namaste Farmer_732 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00734,TER_0093,Haryana,Karnal,Karnal_T021,WARM,STABLE,Hindi,WhatsApp,3rd Season,Farmer_733,previous pest outbreak recovered successfully,Namaste Farmer_733 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00735,TER_0093,Haryana,Karnal,Karnal_T033,TRUSTED,HOPEFUL,Hindi,Field Visit,3rd Season,Farmer_734,high yielding crop during Kharif season,Farmer_734 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00736,TER_0093,Haryana,Karnal,Karnal_T027,COLD,ANXIOUS,Punjabi,WhatsApp,4th Season,Farmer_735,farmer concerned about mandi prices,"Farmer_735 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,NORMAL,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00737,TER_0093,Haryana,Karnal,Karnal_T029,TRUSTED,HOPEFUL,Punjabi,WhatsApp,3rd Season,Farmer_736,delayed sowing due to rainfall uncertainty,Farmer_736 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00738,TER_0093,Haryana,Karnal,Karnal_T026,COLD,ANXIOUS,Hindi,Field Visit,1st Season,Farmer_737,delayed sowing due to rainfall uncertainty,"Farmer_737 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,NORMAL,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00739,TER_0093,Haryana,Karnal,Karnal_T024,WARM,STABLE,Hindi,Field Visit,3rd Season,Farmer_738,high yielding crop during Kharif season,Namaste Farmer_738 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00740,TER_0093,Haryana,Karnal,Karnal_T020,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_739,delayed sowing due to rainfall uncertainty,Farmer_739 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_00741,TER_0093,Haryana,Karnal,Karnal_T031,WARM,STABLE,Punjabi,Field Visit,4th Season,Farmer_740,successful fertilizer intervention last season,Namaste Farmer_740 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00742,TER_0093,Haryana,Karnal,Karnal_T025,TRUSTED,HOPEFUL,Punjabi,Voice Call,1st Season,Farmer_741,farmer concerned about mandi prices,Farmer_741 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00743,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T024,WARM,STABLE,Hindi,Voice Call,1st Season,Farmer_742,previous pest outbreak recovered successfully,Namaste Farmer_742 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00744,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T028,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_743,high yielding crop during Kharif season,Namaste Farmer_743 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_00745,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T028,TRUSTED,HOPEFUL,Hindi,WhatsApp,2nd Season,Farmer_744,last season yellowing after heavy rain,Farmer_744 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00746,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T024,COLD,ANXIOUS,Hindi,Field Visit,4th Season,Farmer_745,last season yellowing after heavy rain,"Farmer_745 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,PANIC,0.3,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00747,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T026,TRUSTED,HOPEFUL,Hindi,Field Visit,1st Season,Farmer_746,last season yellowing after heavy rain,Farmer_746 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_00748,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T022,WARM,STABLE,Hindi,Voice Call,4th Season,Farmer_747,farmer concerned about mandi prices,Namaste Farmer_747 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00749,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T026,COLD,ANXIOUS,Hindi,WhatsApp,3rd Season,Farmer_748,previous pest outbreak recovered successfully,"Farmer_748 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,PANIC,0.3,My crop growth is slowing,en,My crop growth is slowing,,
RTL_00750,TER_0094,Bihar,Muzaffarpur,Muzaffarpur_T029,WARM,STABLE,Hindi,WhatsApp,2nd Season,Farmer_749,delayed sowing due to rainfall uncertainty,Namaste Farmer_749 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00751,TER_0095,Karnataka,Vijayapura,Vijayapura_T032,TRUSTED,HOPEFUL,Kannada,WhatsApp,3rd Season,Farmer_750,previous pest outbreak recovered successfully,Farmer_750 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.9,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00752,TER_0095,Karnataka,Vijayapura,Vijayapura_T027,COLD,ANXIOUS,Kannada,Voice Call,4th Season,Farmer_751,previous pest outbreak recovered successfully,"Farmer_751 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,PANIC,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00753,TER_0095,Karnataka,Vijayapura,Vijayapura_T022,WARM,STABLE,Kannada,WhatsApp,3rd Season,Farmer_752,high yielding crop during Kharif season,Namaste Farmer_752 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_00754,TER_0095,Karnataka,Vijayapura,Vijayapura_T028,TRUSTED,HOPEFUL,Kannada,WhatsApp,4th Season,Farmer_753,farmer concerned about mandi prices,Farmer_753 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00755,TER_0095,Karnataka,Vijayapura,Vijayapura_T026,TRUSTED,HOPEFUL,Kannada,WhatsApp,1st Season,Farmer_754,last season yellowing after heavy rain,Farmer_754 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00756,TER_0095,Karnataka,Vijayapura,Vijayapura_T025,WARM,STABLE,Kannada,Field Visit,1st Season,Farmer_755,high yielding crop during Kharif season,Namaste Farmer_755 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00757,TER_0095,Karnataka,Vijayapura,Vijayapura_T023,WARM,STABLE,Kannada,Voice Call,3rd Season,Farmer_756,delayed sowing due to rainfall uncertainty,Namaste Farmer_756 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_00758,TER_0095,Karnataka,Vijayapura,Vijayapura_T029,WARM,STABLE,Kannada,Field Visit,1st Season,Farmer_757,previous pest outbreak recovered successfully,Namaste Farmer_757 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00759,TER_0095,Karnataka,Vijayapura,Vijayapura_T023,COLD,ANXIOUS,Kannada,Field Visit,4th Season,Farmer_758,last season yellowing after heavy rain,"Farmer_758 ji, field conditions require attention this week. Our field officer may contact you soon.",EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00760,TER_0096,Uttar Pradesh,Meerut,Meerut_T026,WARM,STABLE,Hindi,Voice Call,1st Season,Farmer_759,farmer concerned about mandi prices,Namaste Farmer_759 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00761,TER_0096,Uttar Pradesh,Meerut,Meerut_T022,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_760,successful fertilizer intervention last season,Farmer_760 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00762,TER_0096,Uttar Pradesh,Meerut,Meerut_T026,TRUSTED,HOPEFUL,Hindi,WhatsApp,2nd Season,Farmer_761,previous pest outbreak recovered successfully,Farmer_761 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_00763,TER_0096,Uttar Pradesh,Meerut,Meerut_T026,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_762,previous pest outbreak recovered successfully,Farmer_762 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00764,TER_0096,Uttar Pradesh,Meerut,Meerut_T025,WARM,STABLE,Hindi,WhatsApp,3rd Season,Farmer_763,previous pest outbreak recovered successfully,Namaste Farmer_763 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_00765,TER_0096,Uttar Pradesh,Meerut,Meerut_T021,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_764,previous pest outbreak recovered successfully,Farmer_764 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00766,TER_0097,Gujarat,Mehsana,Mehsana_T021,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_765,last season yellowing after heavy rain,Namaste Farmer_765 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00767,TER_0097,Gujarat,Mehsana,Mehsana_T026,WARM,STABLE,Gujarati,Field Visit,4th Season,Farmer_766,farmer concerned about mandi prices,Namaste Farmer_766 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00768,TER_0097,Gujarat,Mehsana,Mehsana_T024,COLD,ANXIOUS,Hindi,Field Visit,4th Season,Farmer_767,high yielding crop during Kharif season,"Farmer_767 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,NORMAL,0.3,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00769,TER_0097,Gujarat,Mehsana,Mehsana_T023,TRUSTED,HOPEFUL,Gujarati,WhatsApp,2nd Season,Farmer_768,last season yellowing after heavy rain,Farmer_768 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00770,TER_0097,Gujarat,Mehsana,Mehsana_T030,COLD,ANXIOUS,Hindi,WhatsApp,4th Season,Farmer_769,farmer concerned about mandi prices,"Farmer_769 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00771,TER_0097,Gujarat,Mehsana,Mehsana_T024,TRUSTED,HOPEFUL,Gujarati,Field Visit,1st Season,Farmer_770,high yielding crop during Kharif season,Farmer_770 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00772,TER_0097,Gujarat,Mehsana,Mehsana_T022,COLD,ANXIOUS,Gujarati,Voice Call,2nd Season,Farmer_771,previous pest outbreak recovered successfully,"Farmer_771 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,PANIC,0.3,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00773,TER_0097,Gujarat,Mehsana,Mehsana_T029,TRUSTED,HOPEFUL,Gujarati,Field Visit,3rd Season,Farmer_772,farmer concerned about mandi prices,Farmer_772 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00774,TER_0098,Punjab,Amritsar,Amritsar_T024,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_773,previous pest outbreak recovered successfully,Farmer_773 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_00775,TER_0098,Punjab,Amritsar,Amritsar_T030,WARM,STABLE,Punjabi,WhatsApp,4th Season,Farmer_774,farmer concerned about mandi prices,Namaste Farmer_774 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00776,TER_0098,Punjab,Amritsar,Amritsar_T024,TRUSTED,HOPEFUL,Punjabi,Voice Call,2nd Season,Farmer_775,delayed sowing due to rainfall uncertainty,Farmer_775 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00777,TER_0098,Punjab,Amritsar,Amritsar_T024,TRUSTED,HOPEFUL,Hindi,Field Visit,4th Season,Farmer_776,successful fertilizer intervention last season,Farmer_776 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00778,TER_0098,Punjab,Amritsar,Amritsar_T026,WARM,STABLE,Punjabi,Voice Call,4th Season,Farmer_777,previous pest outbreak recovered successfully,Namaste Farmer_777 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,PANIC,0.6,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00779,TER_0098,Punjab,Amritsar,Amritsar_T023,WARM,STABLE,Hindi,Voice Call,4th Season,Farmer_778,previous pest outbreak recovered successfully,Namaste Farmer_778 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00780,TER_0098,Punjab,Amritsar,Amritsar_T030,WARM,STABLE,Punjabi,WhatsApp,2nd Season,Farmer_779,previous pest outbreak recovered successfully,Namaste Farmer_779 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00781,TER_0098,Punjab,Amritsar,Amritsar_T021,WARM,STABLE,Hindi,Field Visit,3rd Season,Farmer_780,delayed sowing due to rainfall uncertainty,Namaste Farmer_780 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_00782,TER_0098,Punjab,Amritsar,Amritsar_T025,WARM,STABLE,Punjabi,WhatsApp,1st Season,Farmer_781,last season yellowing after heavy rain,Namaste Farmer_781 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,PANIC,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_00783,TER_0098,Punjab,Amritsar,Amritsar_T023,TRUSTED,HOPEFUL,Punjabi,Field Visit,3rd Season,Farmer_782,high yielding crop during Kharif season,Farmer_782 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00784,TER_0099,Haryana,Rohtak,Rohtak_T024,TRUSTED,HOPEFUL,Punjabi,WhatsApp,2nd Season,Farmer_783,previous pest outbreak recovered successfully,Farmer_783 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00785,TER_0099,Haryana,Rohtak,Rohtak_T026,TRUSTED,HOPEFUL,Punjabi,WhatsApp,3rd Season,Farmer_784,previous pest outbreak recovered successfully,Farmer_784 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,PANIC,0.9,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00786,TER_0099,Haryana,Rohtak,Rohtak_T024,COLD,ANXIOUS,Punjabi,Field Visit,3rd Season,Farmer_785,last season yellowing after heavy rain,"Farmer_785 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,PANIC,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_00787,TER_0099,Haryana,Rohtak,Rohtak_T023,WARM,STABLE,Punjabi,Field Visit,1st Season,Farmer_786,last season yellowing after heavy rain,Namaste Farmer_786 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_00788,TER_0099,Haryana,Rohtak,Rohtak_T022,WARM,STABLE,Punjabi,WhatsApp,3rd Season,Farmer_787,successful fertilizer intervention last season,Namaste Farmer_787 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_00789,TER_0099,Haryana,Rohtak,Rohtak_T024,WARM,STABLE,Punjabi,Field Visit,3rd Season,Farmer_788,farmer concerned about mandi prices,Namaste Farmer_788 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_00790,TER_0100,Bihar,Patna,Patna_T033,COLD,ANXIOUS,Hindi,WhatsApp,3rd Season,Farmer_789,previous pest outbreak recovered successfully,"Farmer_789 ji, field conditions require attention this week. Our field officer may contact you soon.",VEGETATIVE,Monitor pests proactively,PANIC,0.3,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_00791,TER_0100,Bihar,Patna,Patna_T038,TRUSTED,HOPEFUL,Hindi,Field Visit,4th Season,Farmer_790,farmer concerned about mandi prices,Farmer_790 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
